block,blockType,meanTrial_rt,og_acc,pm_acc,pm_cost,subj
"('base1', 1)",Baseline,0.7148690223693848,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6548490524291992,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5306081771850586,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5415060520172119,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7761921882629395,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5234889984130859,1.0,1.0,,s01
"('base1', 1)",Baseline,0.4932379722595215,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5512869358062744,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,0.6199309825897217,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5563120841979979,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7676260471343994,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7544040679931641,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8275060653686523,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7660691738128662,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5603067874908447,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5124571323394775,1.0,1.0,,s01
"('base1', 1)",Baseline,0.9468619823455809,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5012719631195068,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6083540916442871,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8589801788330078,1.0,1.0,,s01
"('base1', 1)",Baseline,1.3487961292266846,1.0,1.0,,s01
"('base1', 1)",Baseline,1.3608248233795166,1.0,1.0,,s01
"('base1', 1)",Baseline,1.0365149974822998,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8196330070495605,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,0.4484148025512695,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8580288887023926,1.0,1.0,,s01
"('base1', 1)",Baseline,1.0195159912109375,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5418369770050049,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7372410297393799,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7012310028076172,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,1.2305090427398682,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6745970249176025,1.0,1.0,,s01
"('base1', 1)",Baseline,0.605158805847168,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6649219989776611,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7328698635101318,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7210650444030762,1.0,1.0,,s01
"('base1', 1)",Baseline,1.1410460472106934,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6653361320495605,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,0.7611880302429199,1.0,1.0,,s01
"('base1', 1)",Baseline,1.261657953262329,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5699079036712646,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6300010681152344,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5059192180633545,1.0,1.0,,s01
"('base1', 1)",Baseline,0.9734420776367188,1.0,1.0,,s01
"('base1', 1)",Baseline,0.665273904800415,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5493519306182861,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8093929290771484,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,0.7536079883575441,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5892140865325928,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6092970371246338,1.0,1.0,,s01
"('base1', 1)",Baseline,,0.0,0.0,,s01
"('base1', 1)",Baseline,0.6571829319000244,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6768388748168945,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6392772197723389,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5790688991546631,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6135108470916748,1.0,1.0,,s01
"('base1', 1)",Baseline,0.665632963180542,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6295411586761475,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6574752330780029,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6190850734710693,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6032450199127197,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5672760009765625,1.0,1.0,,s01
"('base1', 1)",Baseline,0.538175106048584,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6916530132293701,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5756161212921143,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7061421871185303,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5891389846801758,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5759830474853516,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8116099834442139,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6636240482330322,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5561618804931641,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5972809791564941,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5999050140380859,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5682220458984375,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6189641952514648,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5579869747161865,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5701818466186523,1.0,1.0,,s01
"('base1', 1)",Baseline,0.45973801612854,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7146701812744141,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6539201736450195,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6726782321929932,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6184630393981934,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5334358215332031,1.0,1.0,,s01
"('base1', 1)",Baseline,0.4968929290771485,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6835691928863525,1.0,1.0,,s01
"('base1', 1)",Baseline,0.54988694190979,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6876459121704102,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6196541786193848,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5243740081787109,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5654609203338623,1.0,1.0,,s01
"('base1', 1)",Baseline,0.7846651077270508,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6051161289215088,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8254070281982422,1.0,1.0,,s01
"('base1', 1)",Baseline,1.0772011280059814,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6816630363464355,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6271028518676758,1.0,1.0,,s01
"('base1', 1)",Baseline,0.5268790721893309,1.0,1.0,,s01
"('base1', 1)",Baseline,0.8021929264068604,1.0,1.0,,s01
"('base1', 1)",Baseline,0.6703200340270996,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5429599285125732,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6178610324859619,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7404589653015137,1.0,1.0,,s01
"('base2', 8)",Baseline,0.8479611873626709,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6757519245147705,1.0,1.0,,s01
"('base2', 8)",Baseline,0.583942174911499,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.5369150638580322,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7170379161834717,1.0,1.0,,s01
"('base2', 8)",Baseline,0.584691047668457,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.5513091087341309,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6102721691131592,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5417211055755615,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5833110809326172,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6170380115509033,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.8729820251464844,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6528089046478271,1.0,1.0,,s01
"('base2', 8)",Baseline,0.848628044128418,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6845178604125977,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.6599071025848389,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7674820423126221,1.0,1.0,,s01
"('base2', 8)",Baseline,0.9475059509277344,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7038829326629639,1.0,1.0,,s01
"('base2', 8)",Baseline,1.17132306098938,1.0,1.0,,s01
"('base2', 8)",Baseline,1.2057759761810305,1.0,1.0,,s01
"('base2', 8)",Baseline,0.8167948722839355,1.0,1.0,,s01
"('base2', 8)",Baseline,1.1005780696868896,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,1.4357600212097168,1.0,1.0,,s01
"('base2', 8)",Baseline,1.2237839698791504,1.0,1.0,,s01
"('base2', 8)",Baseline,1.073673963546753,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7645540237426758,1.0,1.0,,s01
"('base2', 8)",Baseline,1.1262609958648682,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6226170063018799,1.0,1.0,,s01
"('base2', 8)",Baseline,0.4642858505249024,1.0,1.0,,s01
"('base2', 8)",Baseline,0.4333350658416748,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6035470962524414,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6393148899078369,1.0,1.0,,s01
"('base2', 8)",Baseline,0.496999979019165,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5564920902252197,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5665581226348877,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.5892608165740967,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5205490589141846,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5399367809295654,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5033459663391113,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5549800395965576,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5734798908233643,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5209558010101318,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5961868762969971,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6150121688842773,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5701160430908203,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5644588470458984,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.6763479709625244,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6642940044403076,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6681790351867676,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5679590702056885,1.0,1.0,,s01
"('base2', 8)",Baseline,0.4096119403839111,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6685810089111328,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5667009353637695,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.4861249923706055,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5138168334960938,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6204929351806641,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.5779590606689453,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7153711318969727,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6467268466949463,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5776870250701904,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5960321426391602,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5103330612182617,1.0,1.0,,s01
"('base2', 8)",Baseline,1.017643928527832,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6127681732177734,1.0,1.0,,s01
"('base2', 8)",Baseline,0.4541089534759522,1.0,1.0,,s01
"('base2', 8)",Baseline,0.677725076675415,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6553699970245361,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6416947841644287,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7543280124664307,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5502359867095947,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7602910995483398,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.5936129093170166,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6135449409484863,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5591261386871338,1.0,1.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,,0.0,0.0,,s01
"('base2', 8)",Baseline,0.7467479705810547,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6625909805297852,1.0,1.0,,s01
"('base2', 8)",Baseline,0.9227259159088136,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7751579284667969,1.0,1.0,,s01
"('base2', 8)",Baseline,0.8036329746246338,1.0,1.0,,s01
"('base2', 8)",Baseline,0.8543808460235596,1.0,1.0,,s01
"('base2', 8)",Baseline,0.7065670490264893,1.0,1.0,,s01
"('base2', 8)",Baseline,0.894597053527832,1.0,1.0,,s01
"('base2', 8)",Baseline,0.6496348381042479,1.0,1.0,,s01
"('base2', 8)",Baseline,0.8853261470794678,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5691680908203125,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5882570743560791,1.0,1.0,,s01
"('base2', 8)",Baseline,0.647650957107544,1.0,1.0,,s01
"('base2', 8)",Baseline,0.5791609287261963,1.0,1.0,,s01
"('base2', 8)",Baseline,0.4462950229644776,1.0,1.0,,s01
"('base1', 1)",Baseline,,,0.0,,s02
"('base1', 1)",Baseline,,0.0,0.0,,s02
"('base1', 1)",Baseline,1.5628020763397217,1.0,1.0,,s02
"('base1', 1)",Baseline,1.3811230659484863,1.0,1.0,,s02
"('base1', 1)",Baseline,1.2801120281219482,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5788519382476807,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5396490097045898,1.0,1.0,,s02
"('base1', 1)",Baseline,1.2137749195098877,1.0,1.0,,s02
"('base1', 1)",Baseline,1.0720908641815186,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7243168354034424,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6488471031188965,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7483000755310059,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7359421253204346,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6264200210571289,1.0,1.0,,s02
"('base1', 1)",Baseline,,0.0,0.0,,s02
"('base1', 1)",Baseline,0.6987869739532471,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7911529541015625,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7539079189300537,1.0,1.0,,s02
"('base1', 1)",Baseline,1.0859410762786863,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7765719890594482,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8525218963623047,1.0,1.0,,s02
"('base1', 1)",Baseline,,0.0,0.0,,s02
"('base1', 1)",Baseline,0.5725350379943848,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7999320030212402,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7082769870758057,1.0,1.0,,s02
"('base1', 1)",Baseline,1.1331291198730469,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7372598648071289,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8774709701538086,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6492319107055664,1.0,1.0,,s02
"('base1', 1)",Baseline,0.637728214263916,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7133989334106445,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6775088310241699,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5134038925170898,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6374289989471436,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6973938941955566,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6052689552307129,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8157589435577393,1.0,1.0,,s02
"('base1', 1)",Baseline,,0.0,0.0,,s02
"('base1', 1)",Baseline,0.8291969299316406,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6400671005249023,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5704050064086914,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6224439144134521,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5663180351257324,1.0,1.0,,s02
"('base1', 1)",Baseline,0.672137975692749,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6828100681304932,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5910210609436035,1.0,1.0,,s02
"('base1', 1)",Baseline,0.674095869064331,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7089178562164307,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6556220054626465,1.0,1.0,,s02
"('base1', 1)",Baseline,0.57700514793396,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5868930816650391,1.0,1.0,,s02
"('base1', 1)",Baseline,0.671334981918335,1.0,1.0,,s02
"('base1', 1)",Baseline,1.0027999877929688,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8945248126983643,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6659989356994629,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5873630046844482,1.0,1.0,,s02
"('base1', 1)",Baseline,0.9277079105377196,1.0,1.0,,s02
"('base1', 1)",Baseline,1.3614659309387207,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6134190559387207,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7134430408477783,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8535170555114746,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6898119449615479,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8377759456634521,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6261940002441406,1.0,1.0,,s02
"('base1', 1)",Baseline,0.686290979385376,1.0,1.0,,s02
"('base1', 1)",Baseline,1.6409358978271484,1.0,1.0,,s02
"('base1', 1)",Baseline,0.589245080947876,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5684521198272705,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6600441932678223,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6556808948516846,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6195530891418457,1.0,1.0,,s02
"('base1', 1)",Baseline,1.2070779800415041,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6671249866485596,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6713340282440186,1.0,1.0,,s02
"('base1', 1)",Baseline,0.611253023147583,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8150589466094971,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6353189945220947,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6608459949493408,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6407389640808105,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5863089561462402,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6599459648132324,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7116630077362059,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5941181182861328,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8284411430358887,1.0,1.0,,s02
"('base1', 1)",Baseline,1.2398228645324707,1.0,1.0,,s02
"('base1', 1)",Baseline,1.01849102973938,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5788731575012207,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5811700820922852,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5908799171447754,1.0,1.0,,s02
"('base1', 1)",Baseline,0.665233850479126,1.0,1.0,,s02
"('base1', 1)",Baseline,1.0995349884033203,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6709280014038086,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7509500980377197,1.0,1.0,,s02
"('base1', 1)",Baseline,0.8189928531646729,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7905421257019043,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6815698146820068,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7414760589599609,1.0,1.0,,s02
"('base1', 1)",Baseline,0.7536101341247559,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5639359951019287,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5984890460968018,1.0,1.0,,s02
"('base1', 1)",Baseline,0.5707180500030518,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6622128486633301,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6167910099029541,1.0,1.0,,s02
"('base1', 1)",Baseline,0.6512439250946045,1.0,1.0,,s02
"('base1', 1)",Baseline,1.0228948593139648,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7141809463500977,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7263088226318359,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5940420627593994,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7572808265686035,1.0,1.0,,s02
"('base2', 8)",Baseline,1.5614728927612305,1.0,1.0,,s02
"('base2', 8)",Baseline,0.917160987854004,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6172800064086914,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7014369964599609,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7138078212738037,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,0.650177001953125,1.0,1.0,,s02
"('base2', 8)",Baseline,1.1825909614562988,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8908090591430664,1.0,1.0,,s02
"('base2', 8)",Baseline,0.9345779418945312,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7305488586425781,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5026900768280029,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6018049716949463,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7734940052032471,1.0,1.0,,s02
"('base2', 8)",Baseline,0.569490909576416,1.0,1.0,,s02
"('base2', 8)",Baseline,0.9412779808044434,1.0,1.0,,s02
"('base2', 8)",Baseline,0.9135890007019044,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6380949020385742,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6184720993041992,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6469109058380127,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7713689804077148,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5113527774810791,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,0.7192490100860596,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6193580627441406,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7111110687255859,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6028528213500977,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6941781044006348,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5943589210510254,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5578341484069824,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,0.7896630764007568,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8413357734680176,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6050069332122803,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7443060874938965,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6445109844207764,1.0,1.0,,s02
"('base2', 8)",Baseline,1.11179780960083,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7082359790802002,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7763888835906982,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6283421516418457,1.0,1.0,,s02
"('base2', 8)",Baseline,0.656613826751709,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6518948078155518,1.0,1.0,,s02
"('base2', 8)",Baseline,0.976055145263672,1.0,1.0,,s02
"('base2', 8)",Baseline,0.9557909965515136,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5917649269104004,1.0,1.0,,s02
"('base2', 8)",Baseline,0.676001787185669,1.0,1.0,,s02
"('base2', 8)",Baseline,1.0075130462646484,1.0,1.0,,s02
"('base2', 8)",Baseline,0.9716570377349854,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7678370475769043,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,0.6712930202484131,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6031961441040039,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6876668930053711,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5801157951354979,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,0.6683058738708496,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6808040142059326,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8290779590606691,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7696020603179932,1.0,1.0,,s02
"('base2', 8)",Baseline,1.0536818504333496,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8016800880432129,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6299500465393066,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6586501598358154,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6308448314666748,1.0,1.0,,s02
"('base2', 8)",Baseline,0.715346097946167,1.0,1.0,,s02
"('base2', 8)",Baseline,,0.0,0.0,,s02
"('base2', 8)",Baseline,1.0595059394836426,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7279160022735596,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7162251472473145,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6568498611450195,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5490999221801758,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6169760227203369,1.0,1.0,,s02
"('base2', 8)",Baseline,1.18930983543396,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6336801052093506,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6461260318756104,1.0,1.0,,s02
"('base2', 8)",Baseline,0.738663911819458,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6468560695648193,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7701649665832521,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5663890838623047,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8661670684814453,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6307451725006104,1.0,1.0,,s02
"('base2', 8)",Baseline,0.7223579883575441,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6940581798553467,1.0,1.0,,s02
"('base2', 8)",Baseline,0.6745100021362305,1.0,1.0,,s02
"('base2', 8)",Baseline,0.8067998886108398,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5473918914794922,1.0,1.0,,s02
"('base2', 8)",Baseline,0.5752139091491699,1.0,1.0,,s02
